,Date,Stock Level,Discount,Promotion,Units Sold
1364,2013-09-26,3426.0,5.414758997830341,No,570.0
1365,2013-09-27,2246.0,5.4932944318007255,Yes,296.0
1366,2013-09-28,3431.0,6.349942792526464,Yes,674.0
1367,2013-09-29,2975.0,5.951680080755221,Yes,697.0
1368,2013-09-30,3711.0,5.467415932498417,Yes,758.0
1369,2013-10-01,2955.0,6.412677634773238,Yes,593.0
1370,2013-10-02,3036.0,5.914504339648564,No,175.0
1371,2013-10-03,3039.0,5.0441557196413225,Yes,525.0
1372,2013-10-04,2831.0,6.67515268199135,No,620.0
1373,2013-10-05,2089.0,5.151141616885664,No,580.0
1374,2013-10-06,3690.0,5.355519045674924,No,447.0
1375,2013-10-07,1903.0,5.564696873233408,No,198.0
1376,2013-10-08,3216.0,5.567486889654961,Yes,772.0
1377,2013-10-09,2763.0,5.410290255022231,Yes,537.0
1378,2013-10-10,2289.0,5.736537784279193,Yes,422.0
1379,2013-10-11,2160.0,6.57917242169362,Yes,328.0
1380,2013-10-12,2714.0,6.0471111078765665,No,531.0
1381,2013-10-13,3575.0,5.587277708987068,Yes,510.0
1382,2013-10-14,2851.0,5.381333757412064,No,748.0
1383,2013-10-15,3686.0,6.257002097968569,No,404.0
1384,2013-10-16,2555.0,6.05915148181256,Yes,363.0
1385,2013-10-17,2525.0,6.270999648747193,No,236.0
1386,2013-10-18,2949.0,6.669223716972463,Yes,496.0
1387,2013-10-19,3511.0,5.911351510992091,Yes,430.0
1388,2013-10-20,1819.0,6.218745421375605,Yes,103.0
1389,2013-10-21,2786.0,5.915962356898653,No,260.0
1390,2013-10-22,1986.0,6.434220173465994,Yes,271.0
1391,2013-10-23,3120.0,6.309120483127041,No,413.0
1392,2013-10-24,1942.0,5.670850727737151,No,516.0
1393,2013-10-25,1676.0,5.958903774253708,Yes,137.0
1394,2013-10-26,2748.0,6.4355911197979605,No,518.0
1395,2013-10-27,1696.0,5.741562112568052,Yes,103.0
1396,2013-10-28,2739.0,6.644552904902359,No,333.0
1397,2013-10-29,1749.0,5.550720092320593,Yes,230.0
1398,2013-10-30,1965.0,6.441636146386456,No,524.0
1399,2013-10-31,3352.0,6.318484616946501,No,330.0
1400,2013-11-01,3259.0,5.973952344215422,Yes,340.0
1401,2013-11-02,2260.0,5.943815336047824,No,454.0
1402,2013-11-03,2449.0,6.45409567384827,No,7.0
1403,2013-11-04,2549.0,6.304808070692737,Yes,238.0
1404,2013-11-05,1682.0,5.337515374284941,Yes,508.0
1405,2013-11-06,2884.0,5.478274034297744,Yes,312.0
1406,2013-11-07,3258.0,6.440213693065236,No,536.0
1407,2013-11-08,2106.0,6.348601179737628,No,443.0
1408,2013-11-09,2438.0,5.8180028760807705,Yes,436.0
1409,2013-11-10,2624.0,5.138302654940066,No,641.0
1410,2013-11-11,2639.0,5.7974628879360735,Yes,522.0
1411,2013-11-12,2297.0,6.2096989478513605,No,588.0
1412,2013-11-13,1835.0,6.1182051530305435,No,435.0
1413,2013-11-14,2912.0,6.570396799150233,Yes,371.0
1414,2013-11-15,1923.0,6.030451943241064,Yes,348.0
1415,2013-11-16,2009.0,6.02255256716133,Yes,286.0
1416,2013-11-17,1728.0,6.4950422415230165,No,62.0
1417,2013-11-18,3455.0,5.548339253588281,No,352.0
1418,2013-11-19,3283.0,5.94845399495701,Yes,257.0
1419,2013-11-20,1926.0,5.28365657917478,Yes,379.0
1420,2013-11-21,3353.0,6.021197753467028,No,648.0
1421,2013-11-22,2624.0,6.265946346480948,Yes,734.0
1422,2013-11-23,1857.0,6.564793599516888,No,510.0
1423,2013-11-24,1825.0,5.525418199679504,No,360.0
1424,2013-11-25,2043.0,5.179984313538915,No,602.0
1425,2013-11-26,3386.0,5.185208587875439,No,622.0
1426,2013-11-27,2499.0,6.053471044275464,Yes,216.0
1427,2013-11-28,2993.0,6.386504721707243,No,572.0
1428,2013-11-29,2372.0,5.813134137670298,Yes,236.0
1429,2013-11-30,2838.0,5.357687849184157,Yes,448.0
1430,2013-12-01,3025.0,5.24793928190178,Yes,854.0
1431,2013-12-02,2588.0,5.510485760507798,Yes,439.0
1432,2013-12-03,3108.0,5.349379408015757,No,477.0
1433,2013-12-04,3252.0,6.794992175351533,No,674.0
1434,2013-12-05,2700.0,6.372802047337181,No,385.0
1435,2013-12-06,2666.0,5.953024215778619,Yes,625.0
1436,2013-12-07,2752.0,6.529533972973023,Yes,6.0
1437,2013-12-08,1615.0,6.620952918965582,No,396.0
1438,2013-12-09,3556.0,5.855580706575278,No,561.0
1439,2013-12-10,1703.0,6.466670279503722,Yes,363.0
1440,2013-12-11,3206.0,5.8481532009291985,No,262.0
1441,2013-12-12,1832.0,6.495816886177733,Yes,47.0
1442,2013-12-13,1862.0,5.320487298321705,Yes,166.0
1443,2013-12-14,2275.0,5.528014129112141,Yes,356.0
1444,2013-12-15,2060.0,5.665235543016954,Yes,291.0
1445,2013-12-16,1987.0,6.734887827650748,Yes,43.0
1446,2013-12-17,2680.0,5.8382106030655585,Yes,359.0
1447,2013-12-18,2510.0,5.437879558206643,No,297.0
1448,2013-12-19,1727.0,6.330764685662907,No,583.0
1449,2013-12-20,2574.0,6.320532562321906,Yes,228.0
1450,2013-12-21,1933.0,6.340823811260231,Yes,363.0
1451,2013-12-22,2501.0,6.026751888551342,No,150.0
1452,2013-12-23,2089.0,6.569715599727327,Yes,36.0
1453,2013-12-24,1550.0,6.188291012220083,No,344.0
1454,2013-12-25,3316.0,6.1838850690020895,No,615.0
1455,2013-12-26,2278.0,6.315336320806371,Yes,424.0
1456,2013-12-27,2361.0,6.720041573173287,No,247.0
1457,2013-12-28,3289.0,5.919560150678612,No,382.0
1458,2013-12-29,3051.0,5.652596414806652,Yes,323.0
1459,2013-12-30,2620.0,6.646369264628431,No,250.0
1460,2013-12-31,3332.0,5.4902516409362,Yes,578.0
1461,2014-01-01,3367.0,6.452741184673705,No,166.0
1462,2014-01-02,2447.0,6.101828395706184,Yes,119.0
1463,2014-01-03,2647.0,5.748734412124547,No,607.0
1464,2014-01-04,1562.0,6.344370429776351,No,242.0
1465,2014-01-05,1785.0,6.226871338526434,Yes,494.0
1466,2014-01-06,2306.0,6.502164764049368,Yes,424.0
1467,2014-01-07,3165.0,5.46469723091819,No,696.0
1468,2014-01-08,2414.0,5.287149092551587,Yes,627.0
1469,2014-01-09,2892.0,5.409758317949374,Yes,514.0
1470,2014-01-10,2777.0,6.708683432670755,No,423.0
1471,2014-01-11,2811.0,6.3950794009280525,No,501.0
1472,2014-01-12,3038.0,6.584693011961353,No,322.0
1473,2014-01-13,1485.0,5.828303332866323,No,683.0
1474,2014-01-14,2089.0,6.293922921610655,No,373.0
1475,2014-01-15,2882.0,6.205143749923581,No,323.0
1476,2014-01-16,1661.0,5.464722768970555,Yes,326.0
1477,2014-01-17,2532.0,6.114130845990213,No,139.0
1478,2014-01-18,3277.0,6.126706023615401,No,307.0
1479,2014-01-19,3415.0,5.911815795732803,Yes,738.0
1480,2014-01-20,2892.0,5.339276949092683,Yes,537.0
1481,2014-01-21,3008.0,5.881002127011657,Yes,703.0
1482,2014-01-22,2160.0,5.884189122926286,Yes,171.0
1483,2014-01-23,1971.0,6.717331602913258,Yes,620.0
1484,2014-01-24,2806.0,5.882045779524943,No,395.0
1485,2014-01-25,1760.0,6.127502991303918,No,492.0
1486,2014-01-26,2406.0,6.269058503006168,Yes,349.0
1487,2014-01-27,1499.0,6.105707587517326,No,142.0
1488,2014-01-28,2984.0,6.174852533924233,Yes,215.0
1489,2014-01-29,1865.0,6.718696919200122,No,229.0
1490,2014-01-30,3143.0,5.8098629402894115,No,508.0
1491,2014-01-31,3008.0,5.847026026890719,Yes,406.0
1492,2014-02-01,1799.0,6.192657914459116,Yes,379.0
1493,2014-02-02,3225.0,5.924521719916532,No,469.0
1494,2014-02-03,1627.0,6.148491444009794,Yes,379.0
1495,2014-02-04,1845.0,5.389405136223791,No,458.0
1496,2014-02-05,2186.0,6.8299653758454655,No,190.0
1497,2014-02-06,1784.0,5.808295964110797,Yes,453.0
1498,2014-02-07,2127.0,6.353144559964919,Yes,541.0
1499,2014-02-08,2574.0,5.515531508725453,Yes,540.0
1500,2014-02-09,1744.0,5.357384111938162,No,231.0
1501,2014-02-10,2989.0,6.069692817712666,Yes,274.0
1502,2014-02-11,1491.0,6.843877465490538,No,363.0
1503,2014-02-12,1443.0,6.400616777593564,Yes,264.0
1504,2014-02-13,2064.0,5.877352647439299,No,459.0
1505,2014-02-14,2479.0,6.636421934012327,Yes,411.0
1506,2014-02-15,2684.0,6.29464247614583,No,199.0
1507,2014-02-16,3190.0,6.036784054904128,No,492.0
1508,2014-02-17,2703.0,5.728440211625403,Yes,310.0
1509,2014-02-18,1454.0,6.347928215312587,Yes,606.0
1510,2014-02-19,2808.0,5.964892606670934,No,582.0
1511,2014-02-20,3188.0,6.965187979128588,No,377.0
1512,2014-02-21,2917.0,5.662244742164271,No,385.0
1513,2014-02-22,1931.0,6.065353988219818,Yes,187.0
1514,2014-02-23,2422.0,6.710409637208418,Yes,349.0
1515,2014-02-24,1647.0,6.900547875405169,Yes,369.0
1516,2014-02-25,2622.0,6.089349597630397,No,503.0
1517,2014-02-26,2790.0,5.371191319888956,Yes,401.0
1518,2014-02-27,1547.0,6.093402930671365,Yes,386.0
1519,2014-02-28,2203.0,6.304381752439579,Yes,250.0
1520,2014-03-01,2422.0,6.560874104057909,Yes,427.0
1521,2014-03-02,3012.0,5.529482035076466,Yes,472.0
1522,2014-03-03,1582.0,6.383626555126822,Yes,483.0
1523,2014-03-04,2333.0,6.069781231958396,No,364.0
1524,2014-03-05,2522.0,6.810722596529523,Yes,358.0
1525,2014-03-06,2457.0,5.405259057664878,No,286.0
1526,2014-03-07,1746.0,7.005433580646628,No,68.0
1527,2014-03-08,2555.0,6.709096436720409,No,356.0
1528,2014-03-09,2955.0,6.310467155592036,No,351.0
1529,2014-03-10,3381.0,5.926078403438446,Yes,545.0
1530,2014-03-11,1473.0,5.476051471584918,No,321.0
1531,2014-03-12,1451.0,6.922370768283725,Yes,437.0
1532,2014-03-13,2429.0,5.474723625365736,Yes,438.0
1533,2014-03-14,2577.0,6.644245203719106,No,208.0
1534,2014-03-15,1524.0,6.9775701340040115,Yes,358.0
1535,2014-03-16,2788.0,6.700237033867364,No,253.0
1536,2014-03-17,1589.0,6.257343323251107,No,356.0
1537,2014-03-18,1751.0,6.94172054457214,Yes,301.0
1538,2014-03-19,2922.0,5.560233462308263,Yes,398.0
1539,2014-03-20,2268.0,7.043543316928402,No,333.0
1540,2014-03-21,1970.0,6.450991087770211,Yes,272.0
1541,2014-03-22,2086.0,6.072437727801922,No,292.0
1542,2014-03-23,2882.0,6.65640763979181,Yes,495.0
1543,2014-03-24,1705.0,5.887182491959292,Yes,628.0
1544,2014-03-25,1617.0,5.557477165544277,Yes,227.0
1545,2014-03-26,2347.0,6.823436027357345,No,338.0
1546,2014-03-27,1366.0,6.882496357521732,Yes,45.0
1547,2014-03-28,2034.0,6.201085973887417,Yes,215.0
1548,2014-03-29,2013.0,6.33929782378416,No,213.0
1549,2014-03-30,2347.0,6.717788169351566,Yes,317.0
1550,2014-03-31,2321.0,6.040371684492464,No,463.0
1551,2014-04-01,2032.0,6.082753445389477,No,470.0
1552,2014-04-02,1732.0,5.581165141992146,Yes,277.0
1553,2014-04-03,1645.0,5.678499503273661,Yes,302.0
1554,2014-04-04,2452.0,5.595676824958257,Yes,395.0
1555,2014-04-05,2218.0,5.571519213363442,Yes,337.0
1556,2014-04-06,3041.0,5.794715521623641,No,378.0
1557,2014-04-07,3152.0,6.041429179852566,No,531.0
1558,2014-04-08,3080.0,6.42768466493324,Yes,299.0
1559,2014-04-09,3258.0,7.055762564259669,No,301.0
1560,2014-04-10,1717.0,6.766172611059186,Yes,169.0
1561,2014-04-11,2772.0,5.912349186711462,Yes,315.0
1562,2014-04-12,2458.0,5.708744182508307,No,448.0
1563,2014-04-13,2481.0,6.292303377976477,No,56.0
1564,2014-04-14,2223.0,5.744199503478296,Yes,242.0
1565,2014-04-15,2474.0,6.063400538190784,Yes,487.0
1566,2014-04-16,1435.0,5.606750417366957,Yes,253.0
1567,2014-04-17,1309.0,6.413766391432812,Yes,128.0
1568,2014-04-18,2238.0,5.763722803035659,No,589.0
1569,2014-04-19,2886.0,7.135539852719696,No,582.0
1570,2014-04-20,3152.0,7.024260696080346,Yes,351.0
1571,2014-04-21,2742.0,6.944983759716286,Yes,273.0
1572,2014-04-22,1541.0,6.125270906231775,No,205.0
1573,2014-04-23,2736.0,5.599958009442353,No,456.0
1574,2014-04-24,2525.0,6.914793286000659,No,620.0
1575,2014-04-25,2062.0,6.4470737764605115,Yes,406.0
1576,2014-04-26,2864.0,6.5392976940711405,Yes,529.0
1577,2014-04-27,1483.0,6.645619246352727,Yes,5.0
1578,2014-04-28,2089.0,5.629907431962087,No,588.0
1579,2014-04-29,2772.0,5.993660000238084,Yes,478.0
1580,2014-04-30,1298.0,6.475119096435394,No,67.0
1581,2014-05-01,3143.0,6.161062090960456,No,574.0
1582,2014-05-02,2198.0,6.3798271025764075,No,767.0
1583,2014-05-03,1408.0,6.46777313745147,Yes,156.0
1584,2014-05-04,3101.0,5.86534115297003,Yes,432.0
1585,2014-05-05,1513.0,7.119601701647991,Yes,35.0
1586,2014-05-06,3067.0,6.773108990508744,Yes,575.0
1587,2014-05-07,1675.0,6.749200956086821,No,92.0
1588,2014-05-08,3139.0,5.8826218371011425,Yes,393.0
1589,2014-05-09,2262.0,5.575422757944191,Yes,314.0
1590,2014-05-10,1982.0,6.278686218046496,Yes,213.0
1591,2014-05-11,1579.0,5.631053182298867,Yes,323.0
1592,2014-05-12,2717.0,6.70043285251107,Yes,377.0
1593,2014-05-13,2935.0,6.154352116865833,No,537.0
1594,2014-05-14,1892.0,6.086287907500973,No,285.0
1595,2014-05-15,3220.0,7.036676129642248,Yes,5.0
1596,2014-05-16,2199.0,7.205961366120128,No,146.0
1597,2014-05-17,2386.0,6.892541840856172,No,402.0
1598,2014-05-18,1538.0,6.3111803630758825,Yes,277.0
1599,2014-05-19,1442.0,6.915907428512389,No,183.0
1600,2014-05-20,1414.0,5.669403333672129,No,438.0
1601,2014-05-21,2756.0,6.660444221022116,No,344.0
1602,2014-05-22,2732.0,6.421621003264518,No,108.0
1603,2014-05-23,1870.0,6.303352291412964,No,522.0
1604,2014-05-24,2937.0,6.853282650499863,Yes,228.0
1605,2014-05-25,2309.0,6.643022566107028,Yes,66.0
1606,2014-05-26,2908.0,6.987329066466602,Yes,517.0
1607,2014-05-27,1603.0,6.248869797618368,No,557.0
1608,2014-05-28,1782.0,6.190882585823788,No,296.0
1609,2014-05-29,2400.0,6.992608787192468,No,29.0
1610,2014-05-30,3098.0,5.745422236641147,Yes,248.0
1611,2014-05-31,1337.0,6.159064442730941,No,106.0
1612,2014-06-01,2869.0,5.731079723125041,No,628.0
1613,2014-06-02,1550.0,5.953385411768707,Yes,269.0
1614,2014-06-03,2103.0,6.330552850867934,Yes,360.0
1615,2014-06-04,1954.0,6.074093523344905,No,352.0
1616,2014-06-05,1346.0,6.976115446201594,No,161.0
1617,2014-06-06,2800.0,7.262011347274465,No,346.0
1618,2014-06-07,2243.0,5.627107230918606,No,441.0
1619,2014-06-08,1565.0,5.799072781747189,No,116.0
1620,2014-06-09,2257.0,6.603771016926393,Yes,171.0
1621,2014-06-10,2397.0,6.936587856723102,No,297.0
1622,2014-06-11,2100.0,5.834426224171979,No,473.0
1623,2014-06-12,1490.0,6.4852664855526845,No,254.0
1624,2014-06-13,3139.0,5.800899622944254,No,527.0
1625,2014-06-14,2041.0,6.948535154773198,Yes,249.0
1626,2014-06-15,1460.0,6.00966704568028,Yes,134.0
1627,2014-06-16,2509.0,6.488161742475741,Yes,60.0
1628,2014-06-17,2380.0,5.856439817401238,No,490.0
1629,2014-06-18,1707.0,7.086209832258681,No,272.0
1630,2014-06-19,1771.0,7.235824692495512,Yes,223.0
1631,2014-06-20,2814.0,7.230917903824353,No,287.0
1632,2014-06-21,1302.0,6.830401439215554,Yes,54.0
1633,2014-06-22,1748.0,6.125312907447915,Yes,580.0
1634,2014-06-23,3074.0,6.544075858505712,Yes,697.0
1635,2014-06-24,2874.0,5.793517363578684,No,524.0
1636,2014-06-25,3014.0,6.551152681728536,Yes,464.0
1637,2014-06-26,2380.0,6.314101955297503,No,488.0
1638,2014-06-27,2739.0,6.9790179425799606,No,483.0
1639,2014-06-28,1872.0,6.782125379137875,Yes,509.0
1640,2014-06-29,1950.0,6.376287831520818,No,462.0
1641,2014-06-30,1937.0,6.783660293457887,Yes,62.0
1642,2014-07-01,2032.0,7.300557871292952,Yes,580.0
1643,2014-07-02,2597.0,6.868788849393835,No,535.0
1644,2014-07-03,1663.0,7.281854094180872,Yes,24.0
1645,2014-07-04,1528.0,7.008543815578596,No,285.0
1646,2014-07-05,1604.0,7.249156352115284,No,258.0
1647,2014-07-06,2627.0,7.321738609522334,Yes,555.0
1648,2014-07-07,2438.0,6.736913190738934,Yes,254.0
1649,2014-07-08,2765.0,6.338709041344774,Yes,103.0
1650,2014-07-09,2746.0,6.418893915769138,Yes,543.0
1651,2014-07-10,1453.0,5.902729672685144,No,396.0
1652,2014-07-11,1336.0,6.317600063711646,Yes,209.0
1653,2014-07-12,1676.0,6.312082842481438,Yes,422.0
1654,2014-07-13,2447.0,6.51891366593847,Yes,363.0
1655,2014-07-14,2304.0,5.98857427595068,No,291.0
1656,2014-07-15,2947.0,6.265558512832499,Yes,452.0
1657,2014-07-16,3004.0,5.976591269721201,Yes,478.0
1658,2014-07-17,1458.0,6.0045127215583065,No,282.0
1659,2014-07-18,1389.0,7.161059394860571,Yes,337.0
1660,2014-07-19,1168.0,7.33401466635647,Yes,166.0
1661,2014-07-20,1711.0,6.706695850454296,No,178.0
1662,2014-07-21,1393.0,6.379103714110318,No,36.0
1663,2014-07-22,2067.0,6.4059080057591204,No,387.0
1664,2014-07-23,1523.0,5.924037650559385,Yes,38.0
1665,2014-07-24,1157.0,7.32967326140208,No,421.0
1666,2014-07-25,2947.0,6.162422968711662,Yes,208.0
1667,2014-07-26,3150.0,7.030748849314156,Yes,543.0
1668,2014-07-27,2763.0,6.3023234788355715,No,401.0
1669,2014-07-28,1197.0,6.4631173288437465,Yes,110.0
1670,2014-07-29,2214.0,6.772173438591505,No,161.0
1671,2014-07-30,2363.0,6.852007893145578,Yes,369.0
1672,2014-07-31,2849.0,6.017476511631408,Yes,336.0
1673,2014-08-01,1957.0,6.461144438328699,No,288.0
1674,2014-08-02,1657.0,6.150659305247361,Yes,186.0
1675,2014-08-03,2650.0,7.268991166072299,No,93.0
1676,2014-08-04,2722.0,7.151027929278873,No,306.0
1677,2014-08-05,2713.0,6.906235698256788,Yes,376.0
1678,2014-08-06,3035.0,7.4217657801196495,Yes,447.0
1679,2014-08-07,1930.0,6.6786620645439605,Yes,388.0
1680,2014-08-08,2449.0,7.25992943144495,Yes,289.0
1681,2014-08-09,2181.0,7.0473109359669985,No,313.0
1682,2014-08-10,1963.0,6.992471119301988,No,368.0
1683,2014-08-11,1940.0,6.734319769314169,No,413.0
1684,2014-08-12,1866.0,6.099426223372731,No,212.0
1685,2014-08-13,2817.0,6.368702900234059,Yes,351.0
1686,2014-08-14,2064.0,6.094045420642193,Yes,640.0
1687,2014-08-15,2293.0,6.670442160117451,Yes,187.0
1688,2014-08-16,1446.0,6.442370859584082,Yes,298.0
1689,2014-08-17,2214.0,7.251799419177603,No,331.0
1690,2014-08-18,2196.0,6.887335186974598,Yes,345.0
1691,2014-08-19,2132.0,6.001885615611895,Yes,542.0
1692,2014-08-20,2404.0,5.877135009383959,No,436.0
1693,2014-08-21,2204.0,5.982214664860483,Yes,476.0
1694,2014-08-22,1747.0,5.91761119464583,No,163.0
1695,2014-08-23,2693.0,6.7695899512796185,Yes,399.0
1696,2014-08-24,2241.0,7.351668309161349,Yes,304.0
1697,2014-08-25,1939.0,6.130423302258766,Yes,562.0
1698,2014-08-26,1761.0,6.641204840181251,No,435.0
1699,2014-08-27,2955.0,6.006540735629561,No,415.0
1700,2014-08-28,2974.0,6.780367670964875,Yes,84.0
1701,2014-08-29,1118.0,7.172234218837901,Yes,6.0
1702,2014-08-30,1283.0,7.57084012475668,No,59.0
1703,2014-08-31,1365.0,6.900031186058241,No,7.0
1704,2014-09-01,2358.0,6.371794137241358,No,542.0
1705,2014-09-02,1620.0,7.468609412695864,Yes,64.0
1706,2014-09-03,2266.0,6.199940508748158,No,236.0
1707,2014-09-04,2209.0,6.724464827300558,No,454.0
1708,2014-09-05,1493.0,7.2004930675231105,Yes,65.0
1709,2014-09-06,2413.0,7.583090889409915,No,489.0
1710,2014-09-07,2988.0,7.530039904544481,Yes,79.0
1711,2014-09-08,1805.0,7.047460751544536,Yes,230.0
1712,2014-09-09,1149.0,6.356910843229939,Yes,347.0
1713,2014-09-10,2038.0,6.286346567773169,Yes,271.0
1714,2014-09-11,1218.0,7.32822513785804,No,274.0
1715,2014-09-12,2088.0,5.990225832569545,No,442.0
1716,2014-09-13,2476.0,6.965410134727495,Yes,463.0
1717,2014-09-14,1233.0,6.685316318111779,No,373.0
1718,2014-09-15,1542.0,6.485327077047359,No,209.0
1719,2014-09-16,2080.0,6.4960675181742085,Yes,35.0
1720,2014-09-17,2171.0,6.332847780079757,No,211.0
1721,2014-09-18,2073.0,6.72527585649564,Yes,441.0
1722,2014-09-19,2690.0,7.516527196669606,No,165.0
1723,2014-09-20,1694.0,7.195185288095089,Yes,350.0
1724,2014-09-21,1302.0,6.572634424848542,No,846.0
1725,2014-09-22,2201.0,7.111062355272374,Yes,53.0
1726,2014-09-23,2621.0,6.553377504950131,Yes,428.0
1727,2014-09-24,1946.0,6.855177949213005,No,90.0
1728,2014-09-25,1236.0,6.804391212190934,No,141.0
1729,2014-09-26,2274.0,7.453426307676631,Yes,227.0
1730,2014-09-27,2772.0,6.3920755479907,No,255.0
1731,2014-09-28,1435.0,7.64062857635002,No,61.0
1732,2014-09-29,2905.0,6.464125078641545,No,363.0
1733,2014-09-30,1272.0,7.523778567979582,Yes,345.0
1734,2014-10-01,1318.0,6.564218945975417,Yes,228.0
1735,2014-10-02,1069.0,6.616313423294838,No,388.0
1736,2014-10-03,2642.0,6.303119982908185,No,126.0
1737,2014-10-04,2189.0,6.863358809773589,Yes,219.0
1738,2014-10-05,2390.0,7.400800929299251,Yes,423.0
1739,2014-10-06,2110.0,6.0533752064611095,No,285.0
1740,2014-10-07,2661.0,6.346887793485755,Yes,727.0
1741,2014-10-08,1563.0,6.595349396090737,No,378.0
1742,2014-10-09,2124.0,6.282356263002535,No,353.0
1743,2014-10-10,1167.0,7.291761603274518,No,267.0
1744,2014-10-11,1330.0,6.84608213532143,Yes,218.0
1745,2014-10-12,1338.0,6.21297805004718,No,414.0
1746,2014-10-13,2390.0,7.315813195860329,Yes,264.0
1747,2014-10-14,1268.0,6.204233339963288,Yes,302.0
1748,2014-10-15,2576.0,6.640593519645311,Yes,468.0
1749,2014-10-16,1964.0,7.467268492784694,No,313.0
1750,2014-10-17,2447.0,6.783062626619468,Yes,302.0
1751,2014-10-18,1766.0,6.556564823668715,No,310.0
1752,2014-10-19,2595.0,7.577347681908725,No,273.0
1753,2014-10-20,2693.0,6.919907394819821,Yes,221.0
1754,2014-10-21,2913.0,7.742673914190353,Yes,88.0
1755,2014-10-22,1461.0,7.260513754895519,Yes,283.0
1756,2014-10-23,2254.0,6.5956443294075315,Yes,488.0
1757,2014-10-24,1111.0,6.130008331377514,Yes,104.0
1758,2014-10-25,1632.0,6.382422171516218,No,423.0
1759,2014-10-26,1125.0,6.287380285484289,No,230.0
1760,2014-10-27,1235.0,6.223846004765447,Yes,63.0
1761,2014-10-28,1645.0,7.070367004770002,No,190.0
1762,2014-10-29,1159.0,7.71710403245269,Yes,112.0
1763,2014-10-30,2213.0,7.7820173034296225,No,247.0
1764,2014-10-31,2497.0,7.783299855437869,Yes,152.0
1765,2014-11-01,2549.0,6.3231814988615085,Yes,109.0
1766,2014-11-02,2442.0,6.778433387437518,No,39.0
1767,2014-11-03,1262.0,6.824151622229795,No,107.0
1768,2014-11-04,1612.0,6.835774896962301,Yes,240.0
1769,2014-11-05,1561.0,6.490603623048999,Yes,510.0
1770,2014-11-06,1165.0,6.638873018322547,Yes,318.0
1771,2014-11-07,1035.0,7.086031077566959,No,358.0
1772,2014-11-08,1573.0,6.622616351262341,Yes,163.0
1773,2014-11-09,1098.0,6.412870708137389,Yes,72.0
1774,2014-11-10,1972.0,7.72204209332585,Yes,566.0
1775,2014-11-11,2119.0,6.866057725271394,Yes,420.0
1776,2014-11-12,1440.0,7.731608697917643,No,344.0
1777,2014-11-13,1488.0,6.667251558581742,Yes,217.0
1778,2014-11-14,2343.0,7.090720672881877,Yes,507.0
1779,2014-11-15,1065.0,6.9355120292162535,No,68.0
1780,2014-11-16,1628.0,7.326023761003531,Yes,321.0
1781,2014-11-17,1993.0,6.24970626375623,No,299.0
1782,2014-11-18,2074.0,7.644527173524594,Yes,304.0
1783,2014-11-19,2956.0,6.838952935900023,Yes,254.0
1784,2014-11-20,2556.0,7.547072076179457,No,460.0
1785,2014-11-21,2641.0,6.324969774441059,Yes,599.0
1786,2014-11-22,1685.0,6.381251589879253,Yes,608.0
1787,2014-11-23,1780.0,6.654719153955593,No,206.0
1788,2014-11-24,2405.0,6.994801387618477,No,191.0
1789,2014-11-25,2445.0,6.382988152921225,Yes,366.0
1790,2014-11-26,1242.0,7.169995871859216,No,54.0
1791,2014-11-27,1557.0,6.7911489388319515,Yes,351.0
1792,2014-11-28,1078.0,7.222654181210591,Yes,286.0
1793,2014-11-29,1825.0,6.997270481916744,No,187.0
1794,2014-11-30,1028.0,6.967380720753063,Yes,241.0
1795,2014-12-01,2364.0,7.440202516347179,No,4.0
1796,2014-12-02,2766.0,7.775394275151761,Yes,463.0
1797,2014-12-03,1772.0,6.422517306260606,No,466.0
1798,2014-12-04,1580.0,7.234168251024863,No,241.0
1799,2014-12-05,1217.0,7.928083995647869,Yes,203.0
1800,2014-12-06,2637.0,7.8458121371391965,No,310.0
1801,2014-12-07,1988.0,7.730809800561689,Yes,240.0
1802,2014-12-08,2779.0,6.853015419379714,Yes,359.0
1803,2014-12-09,1317.0,7.34433894619491,Yes,279.0
1804,2014-12-10,1453.0,7.692412667318131,No,93.0
1805,2014-12-11,2488.0,7.6961067047788365,No,100.0
1806,2014-12-12,1141.0,6.886183501187137,No,249.0
1807,2014-12-13,2653.0,7.511955755011465,Yes,607.0
1808,2014-12-14,2741.0,7.9423188027451275,No,206.0
1809,2014-12-15,1071.0,7.714564863963341,No,68.0
1810,2014-12-16,1142.0,6.944725700983164,No,412.0
1811,2014-12-17,1960.0,7.873367216626244,Yes,4.0
1812,2014-12-18,1420.0,7.585492572187033,No,431.0
1813,2014-12-19,1460.0,7.097278010483919,Yes,120.0
1814,2014-12-20,1881.0,7.709515673694878,Yes,96.0
1815,2014-12-21,1474.0,7.0696895233857875,No,8.0
1816,2014-12-22,2674.0,7.362626691470931,Yes,385.0
1817,2014-12-23,2801.0,7.983956472754974,No,111.0
1818,2014-12-24,2645.0,6.469231955664776,Yes,224.0
1819,2014-12-25,2941.0,6.793676584829367,No,535.0
1820,2014-12-26,2341.0,6.524654074041933,Yes,351.0
1821,2014-12-27,1094.0,7.103599454729604,No,142.0
1822,2014-12-28,2767.0,6.917993421355873,No,453.0
1823,2014-12-29,2902.0,6.791419945673585,No,470.0
1824,2014-12-30,2954.0,6.821786288808531,No,13.0
1825,2014-12-31,2511.0,7.425215543248947,No,426.0
1826,2015-01-01,2880.0,6.79286832978034,No,242.0
